sample_index,reference,real_eeg,shuffled_eeg,exact_match
1103,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.","John Fitzgerald Kennedy (May 23, 1787 - May 5, 1876) was an American politician who served as the 35th Governor of Florida from January 1, 1917 to December 3, 1968.","He was a member of the United States Marine Corps, and served as captain in the American Expeditionary Forces (USAAF) during World War II.",False
1104,This led to his being hired by Westinghouse company to service their steam engines.,He was awarded the 1921 Nobel Prize for Physics.,"He was awarded the 1921 Nobel Prize for Physics by his explanation of ""miracle year"" and ""for his services to medical research at the Royal Society in Physiology or Medicine (1950).",False
1105,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","In 1876, he founded the Arbusto Energy Company with Henry Ford as manager of its exploration and development efforts.",It's a work of astonishing grace and originality.,False
1106,"Ulysses S. Grant (April 27, 1822 - July 23, 1885) was the 18th President of the United States (1869 - 1877).","He was born in San Juan, Puerto Rico to a Cuban immigrant and his wife were both of Puerto Rican descent.","John Fitzgerald Kennedy (May 23, 1787 - May 5, 1876) was an American politician who served as the 35th Governor of Florida from January 1, 1917 to December 3, 1968.",False
1107,"He attended secondary school (Volksschule), and learned the trade of a joiner.",He was awarded the Presidential Medal of Freedom in 1970.,"The movie is a blandly unfunny and pretentious affair, but it's also one of the funniest films in recent years.",False
1108,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,"In 1968, he joined the Ford Motor Company as manager of its foreign division.",He was awarded the Distinguished Service Medal.,False
1109,"Abram Joffe, a Soviet physicist who knew Einstein, in an obituary of Einstein, wrote, ""The author of [the papers of 1905] was ... a bureaucrat at the Patent Office in Bern, Einstein-Maria"" and this has recently been taken as evidence of a collaborative relationship.","He was born in San Juan, Puerto Rico to a wealthy family who had been living there since the beginning of time.","John Davison Rockefeller (July 30, 1876 - December 23, 1972) was an American capitalist most known for his role in the early petroleum industry.",False
1110,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.","It's a great film, but it is also one of the worst.",He was awarded the Presidential Medal of Freedom in 1970.,False
1111,Then he went on to a public grammar school for three years.,He was awarded the 1921 Nobel Prize for Physics.,"He was born in San Juan, Puerto Rico to a wealthy family who had been living there since the beginning of time.",False
1112,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...","The movie is a blandly unfunny and pretentious affair, but it's also one of the funniest films in recent years.",He was born in San Juan where his family lived until he was 15.,False
1113,"Dole was twice decorated for heroic achievement, receiving two Purple Hearts for his injuries, and the Bronze Star Medal for his attempt to assist a downed radio man.","He was awarded the 1921 Nobel Prize for Physics by his explanation of ""miracle year"" and ""for his services to medical research at the Royal Society in Physiology or Medicine (1950).",He graduated from the University of Wisconsin-Madison in 1876 and received a Juris Doctor (J.D.) degree in economics in 1896.,False
1114,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.",He was a member of the United States Republican Party and is currently the only Democrat elected to that office.,"He was born in San Juan, Puerto Rico to a U.S. engineer and his wife Maria Cantina (1875-1948).",False
1115,"He was born near at Elston Hall near Nottingham, and educated at Chesterfield School then later at St. John's College, Cambridge.","He was a member of the United States Marine Corps, and served as captain in the American Expeditionary Forces (USAAF) during World War II.","The film is a great example of the power of cinema to teach us about the dangers of drugs, and how they can't stop them.",False
1116,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.",He graduated from the University of Wisconsin-Madison in 1876 and received a Juris Doctor (J.D.) degree in economics in 1896.,The movie is so bad that it becomes a rambling and incoherent commentary on the current state of affairs.,False
1117,Exceptionally well acted by Diane Lane and Richard Gere.,It's a work of astonishing grace and originality.,"He was a member of the U.S. Senate from Connecticut and served as an unsuccessful candidate for re-election in 1823, defeating William Benton by only 1,000 votes.",False
1118,This led to his being hired by Westinghouse company to service their steam engines.,"He was a member of the Skull and Bones society, but left that organization to become president.",He was awarded the 1921 Nobel Prize for Physics.,False
1119,"The couple have four children: daughters Katherine and Christina, and sons Patrick and Christopher.","He married Coretta Scott on January 23, 1953.","He was a member of the Skull and Bones society, having been ""discovered"" by his cousin Thomas Wolsey.",False
1120,"After this initial success, Ford left Edison Illuminating and, with other investors, formed the Detroit Automobile Company.","In 1891, he founded the Arista Records as a nonperformer.","He was a founding member of the Arithmometer Company, which publishes various types of information and is one of its descendants.",False
1121,He was then hired by the legal department of CBS subsidiary Columbia Records.,He was a member of the Skull and Bones society.,The film is a work of astonishing clarity and grace.,False
1122,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.","The movie is a great example of how intolerance can tear apart families, and the power to make them whole.",The film is a work of astonishing grace.,False
1123,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.","He was a member of the Skull and Bones society, having been born in 1776 to Thomas Wolsey.","John Fitzgerald Kennedy (May 23, 1787 - April 5, 1876) was an American novelist and poet.",False
1124,"If you already like this sort of thing, this is that sort of thing all over again.","The movie is so bad that it almost ceases to be entertaining, and the audience will probably forget all about its original.","He was a founding member of the United States Marine Corps, and later served as general-in-chief (1917 - 1876) during World War I.",False
1125,He was then hired by the legal department of CBS subsidiary Columbia Records.,He was a member of the United States Republican Party from 1989 until 1993.,"He was a member of the Skull and Bones society, but left in 1953 to become president.",False
1126,"Despite his father's opposition to him having a foreign-born wife, Adams wed Louisa Johnson in 1797.","He was a member of the Skull and Bones society, but left in 1953 to become president emeritus at Yale University.",He was a member of the Skull and Bones society.,False
1127,Then he went on to a public grammar school for three years.,"He was a founding member of the Arithmometer Company, which publishes various types of information and is one of its descendants.","John Winthrop (January 30, 1876 - December 23, 1972) was an American novelist and poet.",False
1128,"He was born near at Elston Hall near Nottingham, and educated at Chesterfield School then later at St. John's College, Cambridge.","He was born in San Juan where his father, a blacksmith, died suddenly at age 93.","He graduated from high school in 1894 and enrolled at the University of Wisconsin-Madison, where he earned a Bachelor's degree in Sociology.",False
1129,"The couple have four children: daughters Katherine and Christina, and sons Patrick and Christopher.","He married Coretta Scott on May 23, 1953.","The film is a great American adventure, but it also has plenty of thrills to keep you entertained.",False
1130,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,He graduated from high school in 1953 and received a Juris Doctor (J.D.) degree in 1954.,"The film is a marvelous adventure, but it also has plenty of room for the rest to giddy with emotion.",False
1131,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...",The film is a work of astonishing clarity and grace.,"The movie is so bad that it almost ceases to be entertaining, and the audience will probably forget all about its original.",False
1132,He was then hired by the legal department of CBS subsidiary Columbia Records.,He was a member of the Skull and Bones society.,He was a member of the Skull and Bones society.,True
1133,He was then hired by the legal department of CBS subsidiary Columbia Records.,He graduated from Morehouse College with a Bachelor of Arts degree in Sociology in 1953.,"He was a founding member of the Arithmometer Company, which publishes multiple intelligence methods.",False
1134,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,"The film is a marvelous adventure, but it also has plenty of room for the rest to giddy with emotion.","He was a member of the Skull and Bones society, having been born in 1776 to Thomas Wolsey.",False
1135,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups.,"It's a great American adventure, but it is also one that should be avoided.","The movie is a great example of how intolerance can tear apart families, and the power to make them whole.",False
1136,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.","John Winthrop (January 30, 1876 - December 23, 1972) was an American novelist and poet.","He was a member of the Skull and Bones society, but left in 1953 to become president emeritus at Yale University.",False
1137,"He was elected the Natrona County High School senior class president, represented the school at Boys State, and played halfback on the football team.","He graduated from high school in 1894 and enrolled at the University of Wisconsin-Madison, where he earned a Bachelor's degree in Sociology.","It's a great American adventure, but it is also one that suffers from the cumulative effect.",False
1138,"Cheney grew up in Casper, Wyoming, and met his high-school sweetheart and future wife, Lynne Vincent, at age fourteen.","He was a member of the Skull and Bones family, but left in 1953 to become an apprentice machinist.",He graduated from Morehouse College with a Bachelor of Arts degree in Sociology in 1953.,False
1139,"In 1983, Miguel was given a small part as a waiter in the movie The Man Who Wasn't There.","He was born in San Juan, Puerto Rico to a U.S. engineer and his wife Eleanor Roosevelt.","He was a member of the Skull and Bones family, but left in 1953 to become an apprentice machinist.",False
1140,... something appears to have been lost in the translation this time.,"It's a great American adventure, but it is also one that suffers from the cumulative effect.","He was awarded the 1921 Nobel Prize for Physics by his son, Isaac Darwin (who won a second Nobel Prize in Physiology or Medicine for his explanation of ""miracle year"") and ""for his services to medicine"".",False
1141,A strangely compelling and brilliantly acted psychological drama.,The film is a work of astonishing grace.,"The movie is so bad that it almost ceases to be entertaining, and the audience goes wild with rage at being insulted.",False
1142,"Despite his father's opposition to him having a foreign-born wife, Adams wed Louisa Johnson in 1797.","He was a member of the Skull and Bones society, but left in 1953 to become president.",He graduated from high school in 1953 and received a Juris Doctor (J.D.) degree in 1954.,False
1143,"Dole was twice decorated for heroic achievement, receiving two Purple Hearts for his injuries, and the Bronze Star Medal for his attempt to assist a downed radio man.","He was awarded the 1921 Nobel Prize for Physics by his son, Isaac Darwin (who won a second Nobel Prize in Physiology or Medicine for his explanation of ""miracle year"") and ""for his services to medicine"".","He was born in San Juan, Puerto Rico to a U.S. engineer and his wife Eleanor Roosevelt.",False
1144,"Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.","John Fitzgerald Kennedy (May 23, 1787 - April 5, 1876) was an American novelist and poet.",He was a member of the United States Republican Party from 1989 until 1993.,False
1145,His gift of $5 million dollars helped found the Great Smoky Mountains National Park.,"He was a founding member of the Arithmometer Company, which publishes multiple intelligence methods.",He was a member of the United States Republican Party and served as chairman of the Democratic Leadership Council from 1975 until 1977.,False
1146,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, Lifetime Channel-style anthology.","The movie is a blast of energy, and the performances are so well realized that you can tell when someone has been drinking their guts out.","He married Coretta Scott on May 23, 1953.",False
1147,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.","He was a founding member of the United States Marine Corps, and later served as general-in-chief (1917 - 1876) during World War I.","The movie is a blast of energy, and the performances are so well realized that you can tell when someone has been drinking their guts out.",False
1148,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.",He was a member of the United States Republican Party and served as chairman of the Democratic Leadership Council from 1975 until 1977.,"John Winthrop (May 23, 1876 - December 5, 1959) was an American capitalist most known for his role in the early petroleum industry.",False
1149,"The movie's plot is almost entirely witless and inane, carrying every gag two or three times beyond its limit to sustain a laugh.","The movie is so bad that it almost ceases to be entertaining, and the audience goes wild with rage at being insulted.","It's a great American adventure, but it is also one that should be avoided.",False
1150,"Ulysses S. Grant (April 27, 1822 - July 23, 1885) was the 18th President of the United States (1869 - 1877).","John Winthrop (May 23, 1876 - December 5, 1959) was an American capitalist most known for his role in the early petroleum industry.","He was born in San Juan where his father, a blacksmith, died suddenly at age 93.",False
1151,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...","The film is a great American adventure, but it also has plenty of thrills to keep you entertained.","In 1891, he founded the Arista Records as a nonperformer.",False
1152,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.","The only entertainment you'll get from watching the two men arguing over whether or not they should spend their time in a bar, doing laundry is pretty much what happens when you're done with your hair.","He was a member of the Skull and Bones society, but left active duty in 1848 to become an apprentice machinist.",False
1153,Bad and baffling from the get-go.,"It's not funny, but neither is it a comedy.",A work of astonishing grace and extraordinary intelligence.,False
1154,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,He graduated from high school in 1953 and enrolled at the University of Wisconsin-Madison.,"It's a great American adventure, but it also has plenty of flaws.",False
1155,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.","The film is a great example of the power of cinema to bring us together, and its performances are so well realized that it's almost impossible for anyone else to get there.","It's a great American adventure, but it also has some flaws.",False
1156,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.","He was a member of the Executive Committee at United Nations Commission on Human Rights, and served as deputy director (1970-72) from 1972 until 1977.",He graduated from high school in 1953 and enrolled at the University of Wisconsin-Madison.,False
1157,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.","He was a member of the Executive Committee at United Nations Commission on Human Rights, and served as president of that organization from 1978 until 1979.","It's not funny, but neither is it a comedy.",False
1158,This led to his being hired by Westinghouse company to service their steam engines.,"He was awarded the 1921 Nobel Prize in Chemistry for his explanation of ""miracle year"".",The film is neither as romantic nor as thrilling.,False
1159,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.","He was born in San Juan, Puerto Rico to a U.S. engineer and his wife Maria (née Ferrer) who died at age of 17.","He was born in San Juan, Puerto Rico to a Cuban and Mexican descent.",False
1160,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,"The movie is so bad that it becomes a cult hero, and the audience will probably forget about it.","He was a member of the Skull and Bones society, having been sent to Greenwich, Connecticut by his U.S. counterpart James Whale in what later became Rhode Island.",False
1161,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.","He was a member of the Skull and Bones society, having been sent to Greenwich, Connecticut by his U.S. counterpart James Whale in what later became Rhode Island.","John Fitzgerald Kennedy (May 23, 1787 - May 5, 1876) was a U.S. President and first United States Secretary of Defense from January 1, 1677 to February 4, 1879.",False
1162,The film is so bad it doesn't improve upon the experience of staring at a blank screen.,"The movie is a blast of energy, and the visuals are grand.","In 1879, after a two-day trial she was banished from the penal colony of Toba (now in Creteil, France) for her involvement in the assassination of President James Monroe.",False
1163,"During this period, he personally drove his Quadricycle to victory in a race against Alexander Winton, a well-known driver and the heavy favorite on October 10, 1901.","In 1894, he joined the United States Rubber Company (based in New York City) as manager of a foreign division and moved to Greenwich, Connecticut.","John Davison Rockefeller (born April 5, 1953 in New York City) is an American capitalist most known for his role as the founder of Standard Oil.",False
1164,These events soon led to the American Civil War.,"He married his second wife, actress Carrol Flynn in 1953.","The movie is a blast of energy, and the visuals are grand.",False
1165,"Cheney grew up in Casper, Wyoming, and met his high-school sweetheart and future wife, Lynne Vincent, at age fourteen.",He was born in New York City to a Jewish American family and an Irish-American civil servant.,"He was awarded the 1921 Nobel Prize in Chemistry for his explanation of ""miracle year"".",False
1166,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.","John Davison Rockefeller (born April 5, 1953 in New York City) is an American capitalist most known for his role as the founder of Standard Oil.","He was born in San Juan, Puerto Rico to a U.S. engineer and his wife Maria (née Ferrer) who died at age of 17.",False
1167,A strangely compelling and brilliantly acted psychological drama.,The film is neither as romantic nor as thrilling.,"He was a member of the Skull and Bones society, but left in 1894 to become an American citizen.",False
1168,Distinctly sub-par... more likely to drown a viewer in boredom than to send any shivers down his spine.,"The movie is a blandly unfunny and depressing affair, one that will only satisfy the most emotionally malleable of us.",He was a member of the Skull and Bones society.,False
1169,"In 1983, Miguel was given a small part as a waiter in the movie The Man Who Wasn't There.","He was a member of the Skull and Bones society, but left in 1894 to become an American citizen.","It's a great film, but it is also not the best.",False
1170,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.","The movie is a blast of energy, but it also has some serious soul searching to do.","A work of extraordinary grace and care, but it also has a way to make us wonder if we're really that stupid.",False
1171,Bad and baffling from the get-go.,"It's a great film, but it is also not the best.","In 1894, he joined the United States Rubber Company (based in New York City) as manager of a foreign division and moved to Greenwich, Connecticut.",False
1172,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,"He was a member of the Skull and Bones society, but left active duty in 1848 to become an apprentice machinist.",He was born in New York City to a Jewish American family and an Irish-American civil servant.,False
1173,"His employment by the General Electric company further enhanced his political image; he travelled widely as a GE spokesman, and was noted for his anti-Communist speeches.",He was a member of the Skull and Bones society.,"The movie is a blandly unfunny and depressing affair, one that will only satisfy the most emotionally malleable of us.",False
1174,"Abram Joffe, a Soviet physicist who knew Einstein, in an obituary of Einstein, wrote, ""The author of [the papers of 1905] was ... a bureaucrat at the Patent Office in Bern, Einstein-Maria"" and this has recently been taken as evidence of a collaborative relationship.","In 1879, after a two-day trial she was banished from the penal colony of Toba (now in Creteil, France) for her involvement in the assassination of President James Monroe.","The only entertainment you'll get from watching the two men arguing over whether or not they should spend their time in a bar, doing laundry is pretty much what happens when you're done with your hair.",False
1175,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.","A work of extraordinary grace and care, but it also has a way to make us wonder if we're really that stupid.","In 1876, he was elected to the United States House of Representatives for a vacancy caused by the death of James Monroe.",False
1176,President Clinton awarded him the Presidential Medal of Freedom in early 1997 for his service in the military and his political career.,"In 1876, he was elected to the United States House of Representatives for a vacancy caused by the death of James Monroe.","He was a member of the Executive Committee at United Nations Commission on Human Rights, and served as deputy director (1970-72) from 1972 until 1977.",False
1177,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.","He was born in San Juan, Puerto Rico to a Cuban and Mexican descent.","The film is a great example of the power of cinema to bring us together, and its performances are so well realized that it's almost impossible for anyone else to get there.",False
1178,"So young, so smart, such talent, such a wise ***.",A work of astonishing grace and extraordinary intelligence.,He was a member of the Skull and Bones society.,False
1179,His work dealt largely with the poor urban black and mulatto communities of Bahia.,"He was a member of the Underground Railroad, and moved to Greenwich, Connecticut in 1876.","He was a member of the Executive Committee at United Nations Commission on Human Rights, and served as president of that organization from 1978 until 1979.",False
1180,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...","It's a great American adventure, but it also has plenty of flaws.","He married his second wife, actress Carrol Flynn in 1953.",False
1181,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.",He was a member of the Skull and Bones society.,"The movie is a blast of energy, but it also has some serious soul searching to do.",False
1182,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.","John Fitzgerald Kennedy (May 23, 1787 - May 5, 1876) was a U.S. President and first United States Secretary of Defense from January 1, 1677 to February 4, 1879.","He was a member of the Underground Railroad, and moved to Greenwich, Connecticut in 1876.",False
1183,"A lousy movie that's not merely unwatchable, but also unlistenable.","It's a great American adventure, but it also has some flaws.","The movie is so bad that it becomes a cult hero, and the audience will probably forget about it.",False
1184,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,"The movie is as if it were a comedy special, but instead of being funny and heartfelt.",He was a member of the United States Republican Party and is currently the only Democrat elected to that office.,False
1185,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, Lifetime Channel-style anthology.","The movie is a blandly unfunny and unentertaining affair, one that will only satisfy the most emotionally malleable of us.",A work of astonishing grace.,False
1186,She was the fifth of nine children.,He was awarded the Presidential Medal of Freedom.,He is a member of the Democratic Party and has some distant German ancestry.,False
1187,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.","John Fitzgerald Kennedy (May 23, 1876 - December 5, 1972) was a Republican politician.",He graduated from Morehouse College in 1876 and received a Bachelor of Arts degree in Sociology in 1896.,False
1188,He was one of the founder members of the Lunar Society.,"He was born in San Juan where his father, a U.S. engineer, died there.","The film is a great example of the power of cinema to give us glimpses into the lives of people who have been there, but were not given even an eyeful.",False
1189,"On April 8, 1995 he married actress Patricia Arquette.","He married Coretta Scott on June 5, 1953.",He was awarded the 1921 Nobel Prize for Physics.,False
1190,"What makes How I Killed My Father compelling, besides its terrific performances, is Fontaine's willingness to wander into the dark areas of parent-child relationships without flinching.","The movie is so bad that it almost ceases to be a compelling story, but neither is it the kind of one that would appeal to anyone outside its core demographic.",He was the son of a soldier in the American Revolution and served as Secretary to President James Monroe from 1776 until 1877.,False
1191,"``My god, I'm behaving like an idiot!''",A work of astonishing grace.,"He was born in San Juan where his father, a U.S. engineer, died there.",False
1192,"On April 8, 1995 he married actress Patricia Arquette.",He was married to actress Lyman.,"He was awarded the 1921 Nobel Prize for Physics by his explanation of ""miracle year"".",False
1193,"She later moved yet further from her Boston-based persecutors, to what is now The Bronx in northern New York City.","In 1879, he was elected to the United States House of Representatives as a Republican from Connecticut.","In 1891, he joined the United States Rubber Company (based in New York City) as manager of foreign division.",False
1194,This led to his being hired by Westinghouse company to service their steam engines.,He was awarded the 1921 Nobel Prize for Physics.,"He was a member of the United States Marine Corps, and served as captain in the American Expeditionary Forces (USAAF) during World War II.",False
1195,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.","He was a member of the Skull and Bones society, having been born in 1776 to Thomas Henry.","He married Coretta Scott on June 5, 1953.",False
1196,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.","The film is a great example of the power of cinema to give us glimpses into the lives of people who have been there, but were not given even an eyeful.","In 1876, he founded the Standard Oil Company.",False
1197,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.","He was a member of the United States Marine Corps, and served as captain in the American Expeditionary Forces (USAAF) during World War II.",He was a member of the United States Golf Association from 1876 until 1791.,False
1198,"He remained in Hollywood for the duration of the war, attaining the rank of captain.",He was a member of the United States Republican Party and is currently the only Democrat elected to that office.,"He was a member of the Skull and Bones society, having been born in 1776 to Thomas Henry.",False
1199,He was the founder and first president of the Naval War College between 1884 and 1886.,"He was a founding member of the Arbusto Energy company, and served as managing general partner (1953-1960).","He was born in Columbus, Ohio to a Jewish American family and an Irish-American civil rights activist.",False
1200,This led to his being hired by Westinghouse company to service their steam engines.,"He was awarded the 1921 Nobel Prize for Physics by his explanation of ""miracle year"".","The movie is as if it were a comedy special, but instead of being funny and heartfelt.",False
1201,"Adams was born in Braintree, Massachusetts in a part of town which eventually became the separate town of Quincy.",He was the son of a soldier in the American Revolution and served as Secretary to President James Monroe from 1776 until 1877.,"The only entertainment you'll get from watching the two-day old men arguing over whether or not to take a shower is an enjoyable one, but it's certainly nothing if not worth seeing.",False
1202,"Cheney grew up in Casper, Wyoming, and met his high-school sweetheart and future wife, Lynne Vincent, at age fourteen.","He was a member of the Skull and Bones society, but left in 1879 to become an apprentice machinist.","He was a member of the Skull and Bones society, as well as an American Nobel Laureate.",False
1203,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.","In 1891, he joined the United States Rubber Company (based in New York City) as manager of foreign division.",The movie is so bad that it almost ceases to be entertaining.,False
1204,He began to learn mathematics around age twelve.,He graduated from Morehouse College in 1876 and received a Bachelor of Arts degree in Sociology in 1896.,"The movie is so bad that it almost ceases to be a compelling story, but neither is it the kind of one that would appeal to anyone outside its core demographic.",False
1205,"Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.","He was a member of the Skull and Bones society, as well as an American Nobel Laureate.","The movie is a blandly unfunny and unentertaining affair, one that will only satisfy the most emotionally malleable of us.",False
1206,She was the fifth of nine children.,He was awarded the Presidential Medal of Freedom.,He was awarded the Presidential Medal of Freedom.,True
1207,"Alain Choquart's camera barely stops moving, portraying both the turmoil of the time and giving Conduct a perpetual sense of urgency, which, for a film that takes nearly three hours to unspool, is both funny and irritating.","It's a great film, but it is also one that should be avoided.",He was married to actress Lyman.,False
1208,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.",He was a member of the United States Golf Association from 1876 until 1791.,"John Fitzgerald Kennedy (May 23, 1876 - December 5, 1972) was a Republican politician.",False
1209,"He attended secondary school (Volksschule), and learned the trade of a joiner.","In 1876, he founded the Standard Oil Company.","It's a great film, but it is also one that should be avoided.",False
1210,"John Drew Barrymore, also known as John Barrymore, Jr., (June 4, 1929 - November 29, 2004) was an actor, one of The Barrymores, a family of actors that included his father, John Barrymore, and his father's siblings, his uncle Lionel and his aunt Ethel.","John Fitzgerald Kennedy (May 23, 1787 - May 5, 1876) was an American politician who served as the 35th Governor of Florida from January 1, 1917 to December 3, 1918.","In 1879, he was elected to the United States House of Representatives as a Republican from Connecticut.",False
1211,"He graduated from Princeton University in 1952, and attended Harvard University in 1954-55.",He graduated from high school in 1876 and enrolled at the University of Wisconsin-Madison.,"He was a founding member of the Arbusto Energy company, and served as managing general partner (1953-1960).",False
1212,"Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so.","He was born in Columbus, Ohio to a Jewish American family and an Irish-American civil rights activist.",He was awarded the Presidential Medal of Freedom.,False
1213,"If you already like this sort of thing, this is that sort of thing all over again.",The movie is so bad that it almost ceases to be entertaining.,"John Fitzgerald Kennedy (May 23, 1787 - May 5, 1876) was an American politician who served as the 35th Governor of Florida from January 1, 1917 to December 3, 1918.",False
1214,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.","The only entertainment you'll get from watching the two-day old men arguing over whether or not to take a shower is an enjoyable one, but it's certainly nothing if not worth seeing.","He was a member of the Skull and Bones society, but left in 1879 to become an apprentice machinist.",False
1215,Benjamin Everett Jordan (8 September 1896 - 15 March 1974) was a Democratic U.S. senator from the state of North Carolina between 1958 and 1973.,He is a member of the Democratic Party and has some distant German ancestry.,He graduated from high school in 1876 and enrolled at the University of Wisconsin-Madison.,False
1216,"Lift, the mother of Danny DeVito's character in her Academy Award nominated performance in Throw Momma from the Train.","He was awarded the 1921 Nobel Prize for Physics by his wife, Marie Louise.",It's a work of extraordinary courage and grace.,False
1217,"The movie's plot is almost entirely witless and inane, carrying every gag two or three times beyond its limit to sustain a laugh.","The movie is a great example of how intolerance can tear apart families, and the power structures to make them whole.",He was a member of the Skull and Bones society.,False
1218,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.","The only reason why anyone should bother remembering the movie is that it's so bad, and if you're a fan of the original, or have been watching since 1973, chances are you've seen The Silence Of Lambs, but this one will be worse.",It's a work of astonishing grace and extraordinary intelligence.,False
1219,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.",He was born in San Juan where his family lived until he was 16.,"He was born in San Juan, Puerto Rico to a small town of Puerto Rico.",False
1220,"He was elected the Natrona County High School senior class president, represented the school at Boys State, and played halfback on the football team.","He graduated from high school in 1827 and enrolled at the University of Wisconsin-Madison, where he received a Bachelor of Arts degree in Sociology.",He served as a member of the United States Senate from January until December.,False
1221,"Eventually, the band settled on Chad Channing, with whom the band recorded the album Bleach, released on Sub Pop Records in 1989.",He was a member of the Skull and Bones society.,"He was born in New York City to William Barrett and Mary Louise Kennedy, both of whom were U.S. citizens.",False
