sample_index,reference,real_eeg,shuffled_eeg,exact_match
1036,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.","The film's best, if it's not a comedy, is a work of art.",He was married to actress Laura D.,False
1037,"Like the best of Godard's movies... it is visually ravishing, penetrating, impenetrable.","It's a strange way to spend a movie, but it's a work.","He was born in St. Germain, France, in 1887, and was educated at the University of London, England, and later in London, was a British mathematician, poet, and critic.",False
1038,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.",It's a work of a comedy.,"The movie's a bit too far into the subject of the film's title, but it's a compelling one.",False
1039,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.","In 1876, he was born in St. Germain, France, and was a singer with The Voice.","The film's a work of the director, who has a great sense of humor, is a work that's both gripping and poignant.",False
1040,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","John Fitzgerald Kennedy (born February 18, 18, in Boston, Massachusetts) was an American film actor, and television actor.",He was a member of the New York City Opera until 1976 until 1979.,False
1041,The film is so bad it doesn't improve upon the experience of staring at a blank screen.,The movie is a work of a movie that's a little too far into the present.,"In 1876, he was born in St. Germain, France, and was a singer with The Voice.",False
1042,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,"He graduated from the University of Pennsylvania with a Bachelor of Arts in economics from the Yale Divinity School in 1956, and received a Juris Doctor from the same course.","He was born in St. Germain, Missouri, and was educated at the University of Missouri.",False
1043,"Hodgkin and Huxley shared the prize that year with John Carew Eccles, who was cited for research on synapses.","He was born in St. Germain, Missouri, and was educated at the University of Missouri.","John Fitzgerald Kennedy (born February 18, 18, in Boston, Massachusetts) was an American film actor, and television actor.",False
1044,"Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.","John Fitzgerald Kennedy (born August 12, 1953) is an American film actor.","He attended the University of California, Berkeley, and earned a Bachelor of Arts in economics from the University's School of Arts and Sciences in 1953.",False
1045,Exceptionally well acted by Diane Lane and Richard Gere.,"The movie is a work of art, but it's a bit too far.","He was born in St. Germain, Missouri, in 1887.",False
1046,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","He was born in St. Germain, France, in 1887, and was educated at the University of London, England, and later in London, was a British mathematician, poet, and critic.","It's a strange way to spend a movie, but it's a work.",False
1047,"The delicious trimmings... arrive early and stay late, filling nearly every minute... with a lighthearted glow, some impudent snickers, and a glorious dose of humankind's liberating ability to triumph over a Scrooge or two.","The film's a work of the director, who has a great sense of humor, is a work that's both gripping and poignant.","The movie is a work of art, but it's a bit too far.",False
1048,She was the fifth of nine children.,He graduated from Dartmouth College in 1953.,He was awarded the Bachelor of Arts degree from Dartmouth in 1953.,False
1049,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, Lifetime Channel-style anthology.",The movie is a great example of the power of a movie that never quite captures the essence of human nature.,"He was born in St. Germain, France, in 1894, and was educated at the University of Pennsylvania, where he was the first of the famous St. Andrews, and later became the first Beat Generation.",False
1050,"A lousy movie that's not merely unwatchable, but also unlistenable.","It's a work of art, but it's a bit too long.",He served as a member of the House of Representatives from 1887 until his resignation.,False
1051,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.",The movie is a great example of the power of a movie that has been made by a man who has been through a lot.,The movie is a great example of the power of a movie that never quite captures the essence of human nature.,False
1052,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, Lifetime Channel-style anthology.",The movie is a great example of the power of a movie that has a great story and a great director who has been a lot like himself.,"The film's best, if it's not a comedy, is a work of art.",False
1053,President Clinton awarded him the Presidential Medal of Freedom in early 1997 for his service in the military and his political career.,"In 1876, he was awarded the Presidential Medal of Freedom for his work in the United States.",He is a member of the founding of the Modernist movement.,False
1054,"He was elected the Natrona County High School senior class president, represented the school at Boys State, and played halfback on the football team.","He attended the University of California, Berkeley, and earned a Bachelor of Arts in economics from the University's School of Arts and Sciences in 1953.","In 1876, he was awarded the Presidential Medal of Freedom for his work in the United States.",False
1055,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,He served as a member of the House of Representatives from 1887 until his resignation.,"He graduated from the University of Pennsylvania with a Bachelor of Arts in economics from the Yale Divinity School in 1956, and received a Juris Doctor from the same course.",False
1056,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...","The film's a work of the original, but it's a bit too far into the making of a movie.","The film's a work of the best, most compelling and most compelling, is a work that's both gripping and compelling.",False
1057,"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.","The film's a strange way to capture the essence of a movie that's so much like being in a movie, one that's both a little too far into the present.","A work of art, and a work of stunning, is a work.",False
1058,He also starred in the mini series The Stand.,"Mildred Bruce (born April 18, 1953) is an American actress.",A work of a movie that's a little too far into the characters and the characters are a little bit too much.,False
1059,"Dole was twice decorated for heroic achievement, receiving two Purple Hearts for his injuries, and the Bronze Star Medal for his attempt to assist a downed radio man.","He was nominated for the Academy Award for the Best Supporting Actress in the Best Actress in a Supporting Actress for The Godfather trilogy, and for Best Supporting Actor in the same category for Theoretical Physics"".","The film's a bit too far into the subject matter of the subject, but it's a compelling one that has a compelling story in it's title.",False
1060,He was one of the founder members of the Lunar Society.,"In 1876, Rockefeller founded the Rockefeller Foundation, which later became Rockefeller University.","He was a member of the House of Representatives from 1887 until the Senate, and was a Republican from Connecticut.",False
1061,A strangely compelling and brilliantly acted psychological drama.,The movie is a work of a movie that never fails to interest us.,"The film's a work of the original, but it's a bit too far into the making of a movie.",False
1062,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.","The film's a bit too far into the subject matter of the subject, but it's a compelling one that has a compelling story in it's title.",He was educated at the University of Pennsylvania.,False
1063,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","John Fitzgerald Kennedy (May 30, 18, Dublin, Ireland) was an American film and television actor, and author, musician, and educator, most known for his role in the American Revolution and the Beat Generation.","The movie, if it's a little too long, is a little bit too much for the audience to care.",False
1064,"Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.","John Fitzgerald Kennedy (May 18, 18, in San Francisco, California) was an American film actor, singer, and actress.",He married to actress Laura Oundle in 2003.,False
1065,His work dealt largely with the poor urban black and mulatto communities of Bahia.,He was educated at the University of Pennsylvania.,"He was born in St. Germain, New York, in 1876 to John Winthrop, and was a United States Army officer.",False
1066,"Cheney grew up in Casper, Wyoming, and met his high-school sweetheart and future wife, Lynne Vincent, at age fourteen.",He was a member of the United States Senate from 1993 until 1995 until his resignation in 1996.,"John Fitzgerald Kennedy (May 23, 18, 1876 - December 12, 2003) was an American politician.",False
1067,"Despite his father's opposition to him having a foreign-born wife, Adams wed Louisa Johnson in 1797.",He was a member of the United States Senate from 1974 until 1977.,"John Fitzgerald Kennedy (May 30, 18, Dublin, Ireland) was an American film and television actor, and author, musician, and educator, most known for his role in the American Revolution and the Beat Generation.",False
1068,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.",A work of a movie that's a little too far into the characters and the characters are a little bit too much.,"The film's a strange way to capture the essence of a movie that's so much like being in a movie, one that's both a little too far into the present.",False
1069,"So young, so smart, such talent, such a wise ***.","A work of art, and a work of stunning, is a work.","In 1876, Rockefeller founded the Rockefeller Foundation, which later became Rockefeller University.",False
1070,He was then hired by the legal department of CBS subsidiary Columbia Records.,"He was born in St. Germain, Missouri, and died in 1953.","He was nominated for the Academy Award for the Best Supporting Actress in the Best Actress in a Supporting Actress for The Godfather trilogy, and for Best Supporting Actor in the same category for Theoretical Physics"".",False
1071,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.",He was a member of the United States Senate from New York from 1974 until 1977.,He was a member of the United States Senate from 1993 until 1995 until his resignation in 1996.,False
1072,"Viewed as a comedy, a romance, a fairy tale, or a drama, there's nothing remotely triumphant about this motion picture.","The film's a work of the best, most compelling and most compelling, is a work that's both gripping and compelling.","He was born in St. George, and graduated from the University of Pennsylvania in 1876.",False
1073,"John Drew Barrymore, also known as John Barrymore, Jr., (June 4, 1929 - November 29, 2004) was an actor, one of The Barrymores, a family of actors that included his father, John Barrymore, and his father's siblings, his uncle Lionel and his aunt Ethel.","John Fitzgerald Kennedy (born April 5, 18, 1876) was the United States Secretary of Defense, and the first of the United Nations, serving as the United Kingdom's longest serving Secretary of Defence.","He was born in St. Germain, Missouri, and was educated at the University of Pennsylvania.",False
1074,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...","The film's best, if it's not a masterpiece, is a work of art.","In 1876, he was awarded the University of California, Berkeley, and received a Juris Doctor from the University.",False
1075,This led to his being hired by Westinghouse company to service their steam engines.,"In 1876, he was awarded the University of California, Berkeley, and received a Juris Doctor from the University.","The film's best, if it's not a masterpiece, is a work of art.",False
1076,"Rosemary, Betty, and brother, Nick, as well as her nephew, George Clooney (Nick's son), all became entertainers.","In 1876, he was born in New York City to James and Mary Addams.","In 1876, he was born in New York City to James and Mary Addams.",True
1077,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,"The movie is a work of a movie that's a great story, but it's also a work that's also very personal.",He was a member of the United States Senate from New York from 1974 until 1977.,False
1078,"Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so.","Huxley was born in St. Germain, France, in 1887.","The movie is a work of a movie that's a great story, but it's also a work that's also very personal.",False
1079,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was born in St. Germain, New York, in 1876 to John Winthrop, and was a United States Army officer.",The movie is a work of a movie that never fails to interest us.,False
1080,"On April 8, 1995 he married actress Patricia Arquette.",He married to actress Laura Oundle in 2003.,He was a member of the United States Senate from 1974 until 1977.,False
1081,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.","He was a member of the House of Representatives from 1887 until the Senate, and was a Republican from Connecticut.","Mildred Bruce (born April 18, 1953) is an American actress.",False
1082,These events soon led to the American Civil War.,He married to actress Married to actress Laura D.,"John Fitzgerald Kennedy (born April 5, 18, 1876) was the United States Secretary of Defense, and the first of the United Nations, serving as the United Kingdom's longest serving Secretary of Defence.",False
1083,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.","The movie, if it's a little too long, is a little bit too much for the audience to care.","He was born in St. Germain, Missouri, and died in 1953.",False
1084,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.","He was born in St. Germain, Missouri, and was educated at the University of Pennsylvania.","Huxley was born in St. Germain, France, in 1887.",False
1085,"As a girl-meets-girl romantic comedy, Kissing Jessica Steinis quirky, charming and often hilarious.","A movie that's a little too far from the original, but it's a movie that has a way of conceals its scope.",He married to actress Married to actress Laura D.,False
1086,"While serving abroad, he met Louisa Catherine Johnson, the daughter of an American merchant living abroad.","He was born in St. George, and graduated from the University of Pennsylvania in 1876.","John Fitzgerald Kennedy (May 18, 18, in San Francisco, California) was an American film actor, singer, and actress.",False
1087,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.","John Fitzgerald Kennedy (May 23, 18, 1876 - December 12, 2003) was an American politician.","A movie that's a little too far from the original, but it's a movie that has a way of conceals its scope.",False
1088,It's anchored by splendid performances from an honored screen veteran and a sparkling newcomer who instantly transform themselves into a believable mother/daughter pair.,The movie is a great example of the power of a movie that is both gripping and compelling.,"It's a work of art, but it's a bit too long.",False
1089,"Abram Joffe, a Soviet physicist who knew Einstein, in an obituary of Einstein, wrote, ""The author of [the papers of 1905] was ... a bureaucrat at the Patent Office in Bern, Einstein-Maria"" and this has recently been taken as evidence of a collaborative relationship.","In 1894, he was born in St. Germain, France, and was educated at the University of Notre Dame in London, where he was the first of the Royal Society.",The movie is a work of a movie that's a little too much for me.,False
1090,"Marvin graduated from Woodberry Forest School in 1975, and spent most summers and holidays at the sprawling family estate, the Bush Compound.","He graduated from the University of California, Berkeley in 1876, and then enrolled at the University in economics and sociology.",The film's best is that it's a comedy.,False
1091,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.","John Fitzgerald Kennedy was born in New York City in 1876, and is the founder of the American Nobel Laureate, and the first of the Modernist movement.","He served as a United States Army officer from January 18, 1943 until January 1891.",False
1092,"So young, so smart, such talent, such a wise ***.",The film's best is that it's a comedy.,"In 1876, he was born in St. Germain, France, and was a member of the St. Louis.",False
1093,His ancestor Johann Valentin Pressler emigrated to North America in 1710.,He was educated at the University of Pennsylvania.,"A work of a movie that's a little too far into the story, but it's a good one that has a purpose.",False
1094,"In 1983, Miguel was given a small part as a waiter in the movie The Man Who Wasn't There.","In 1876, he was born in St. Germain, France, and was a member of the St. Louis.","In 1876, he was awarded the Presidential Medal of Freedom from the University of California, Berkeley.",False
1095,"You come away wishing, though, that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story.","The movie is a great example of the way to find the original, and the way it manages to both entertain us while also leaving us wondering if it's even worth seeing.",He was born in New York City in 1876 and was educated at the University of Pennsylvania.,False
1096,"... creates a visceral sense of its characters' lives and conflicted emotions that carries it far above... what could have been a melodramatic, Lifetime Channel-style anthology.",The movie is a work of a movie that is a bit too far into the movie's plot and the characters.,"He was born in St. Germain, France, in 1894, and was raised in the city of St. Andrews, Scotland, where he studied law until his death there in 1875.",False
1097,In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life; despite the title... amounts to surprisingly little.,The movie is a work of a movie that's a little too much for me.,"The film's a work of fine, if not technically correct, is a work that's both gripping and compelling.",False
1098,"Arnold Alois Schwarzenegger (born July 30, 1947 in Thal, Styria, Austria) is an Austrian-American actor, Republican politician, and bodybuilder, currently serving as the 38th Governor of California.","John Fitzgerald Kennedy (January 30, 18, 1887 - January 30, 1974) was a Republican politician who was the Governor of the state of California from 1974 to 1978.",He served as the United States Secretary of Defense from 1975 until January of 1978.,False
1099,... something appears to have been lost in the translation this time.,"It's a work of art, but it's a bit too long.",He was educated at the University of Pennsylvania.,False
1100,President Clinton awarded him the Presidential Medal of Freedom in early 1997 for his service in the military and his political career.,He was awarded the Presidential Medal of Freedom in Physics for Physics for his work in Physics.,"John Fitzgerald Kennedy was born in New York City in 1876, and is the founder of the American Nobel Laureate, and the first of the Modernist movement.",False
1101,He also starred in the mini series The Stand.,"He was born in St. Petersburg, Florida.",It's a work of a film that never is.,False
1102,"The Emperor's Club is one of those films that possesses all the good intentions in the world, but...","The film's a work of fine, if not technically correct, is a work that's both gripping and compelling.",The movie is a great example of the power of a movie that is both gripping and compelling.,False
1103,In comparison to his earlier films it seems a disappointingly thin slice of lower-class London life; despite the title... amounts to surprisingly little.,"The movie is a bit too long, but it's a good one, and it's not a particularly good one.","In 1876, he was elected to the United States House of Representatives as a Democrat.",False
1104,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.","A movie, a movie, is a work of a movie that just doesn't have a sense of what's going on.",He was elected to the House of Representatives in the House in 1835 and served until January of 1864.,False
1105,Bad and baffling from the get-go.,It's a work of a film that never is.,"He graduated from the University of California, and then joined the University's economics and philosophy at the University.",False
1106,"Adams was born in Braintree, Massachusetts in a part of town which eventually became the separate town of Quincy.",He served as the United States Secretary of Defense from 1975 until January of 1978.,"The movie is a bit too long, but it's a good one, and it's not a particularly good one.",False
1107,"He attended secondary school (Volksschule), and learned the trade of a joiner.","In 1876, he was elected to the United States House of Representatives.","He was born in St. Germain, New York, and was educated at the University of Pennsylvania, where he graduated from Yale Divinity School.",False
1108,"Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so.","In 1876, he was awarded the Presidential Medal of Freedom from the University of California, Berkeley.","He graduated from the University of California, Berkeley in 1876, and then enrolled at the University in economics and sociology.",False
1109,"Dole has worked part-time for a Washington, DC, law firm, and engaged in a career of writing, consulting, public speaking, and television appearances.","After a year of work in the private sector, he joined the Army, and then joined the Marine Corps, where he worked until 1974 until 1975.","The film's a work of fine, if not technically correct, is a work that's both gripping and compelling.",False
1110,Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a**holes.,"The film's a work of fine, if not technically correct, is a work that's both gripping and compelling.","In 1876, he was elected to the United States House of Representatives.",False
1111,His work dealt largely with the poor urban black and mulatto communities of Bahia.,"He served as a United States Army officer from January 18, 1943 until January 1891.","After a year of work in the private sector, he joined the Army, and then joined the Marine Corps, where he worked until 1974 until 1975.",False
1112,"Although Adams lost in both the popular and electoral votes in the Presidential election of 1824, none of the candidates were able to secure a majority of the electoral vote, thereby putting the outcome in the hands of the House of Representatives, which to the surprise of many elected Adams over rival Andrew Jackson.","He was born in St. Germain, New York, and was educated at the University of Pennsylvania, where he graduated from Yale Divinity School.","In 1894, he was born in St. Germain, France, and was educated at the University of Notre Dame in London, where he was the first of the Royal Society.",False
1113,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,He was elected to the House of Representatives in the House in 1835 and served until January of 1864.,He was awarded the Presidential Medal of Freedom in 1998 for his services to the United States.,False
1114,"Albert Einstein (March 14, 1879 - April 18, 1955) was a German-born Jewish theoretical physicist of German, Swiss and American citizenship, who is widely regarded as the greatest scientist of the 20th century or even of all time, ranking alongside the luminaries Newton and Gauss.","He was born in St. Germain, France, in 1894, and was raised in the city of St. Andrews, Scotland, where he studied law until his death there in 1875.","He was born in St. Petersburg, Florida.",False
1115,This led to his being hired by Westinghouse company to service their steam engines.,"In 1876, he was elected to the United States House of Representatives as a Democrat.","The movie is a great example of the way to find the original, and the way it manages to both entertain us while also leaving us wondering if it's even worth seeing.",False
1116,He was the first American to win a Nobel Prize in any category.,He was awarded the Presidential Medal of Freedom in 1998 for his services to the United States.,"John Fitzgerald Kennedy (January 30, 18, 1887 - January 30, 1974) was a Republican politician who was the Governor of the state of California from 1974 to 1978.",False
1117,"Eventually, the band settled on Chad Channing, with whom the band recorded the album Bleach, released on Sub Pop Records in 1989.","He graduated from the University of California, and then joined the University's economics and philosophy at the University.",The movie is a work of a movie that is a bit too far into the movie's plot and the characters.,False
1118,"This picture is murder by numbers, and as easy to be bored by as your ABC's, despite a few whopping shootouts.","A work of a movie that's a little too far into the story, but it's a good one that has a purpose.","A movie, a movie, is a work of a movie that just doesn't have a sense of what's going on.",False
1119,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.",He was born in New York City in 1876 and was educated at the University of Pennsylvania.,He was awarded the Presidential Medal of Freedom in Physics for Physics for his work in Physics.,False
1120,"Rather than retire, Adams would go on to win election as a Democratic-Republican to the House of Representatives beginning with the 22nd Congress, serving from March 4, 1831, until his death.",He was elected to the House of Representatives as a Democrat and was a member of the House and the Senate from Massachusetts) as the first Governor of the State.,"John Fitzgerald Kennedy (May 18, 18, Jr. - May 23, 1953) was an American film and television actor.",False
1121,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.","In 1876, the son of the late, great great great-great-great great-grandson of the great- great-Great-great grandfather of the modern era) was born in New York.","It's a work of a strange, and it's a bland, disconnected, and a work.",False
1122,"Bill ""Billy"" Boucher (b. November 10, 1899 in Ottawa, Ontario, Canada, died November 10, 1958) was a Canadian professional ice hockey rightwinger who played in the National Hockey League for the Montreal Canadiens, Boston Bruins and New York Americans.","John Fitzgerald Kennedy (May 30, 18, 1887 - January 3, 2000) was an American film actor, and television actor, comedian, and author.","He was elected to the House of Representatives as a Democrat and served until January of 1894, and was a Republican from New York.",False
1123,"His father-in-law, George Herbert Walker, and Walker's partner, Averell Harriman, brought him on as an officer in their investment banking firm, W. A. Harriman and Company in 1926.",He was a member of the United States Senate from New York from 1975 until 1979 until 1989.,"The film's a bit too far into the story, but it's a compelling one that has a compelling character and a compelling story.",False
1124,"John William Coltrane (September 23, 1926 - July 17, 1967) was an American jazz saxophonist and composer.","John Fitzgerald Kennedy (May 18, 18, Dublin, England) was a British mathematician, journalist, and film director.","A work of art, but it's a bit too long.",False
1125,"Shamelessly resorting to pee-related sight gags that might even cause Tom Green a grimace; still, Myer's energy and the silliness of it all eventually prevail.","The movie's a bit too far, and it's a little too much for the uninformed eye -- it's an awful movie.",The movie is a work of a movie that's a lot more than its title implies.,False
1126,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.","The movie is a little too long, but it's a good one for critics.","In 1876, the son of the late, great great great-great-great great-grandson of the great- great-Great-great grandfather of the modern era) was born in New York.",False
1127,"Miguel Ferrer (born February 7, 1955 in Santa Monica, California) is a Puerto Rican-American actor who is often cast in movies as a villain.","John Fitzgerald Kennedy (May 18, 18, Jr. - May 23, 1953) was an American film and television actor.","John Fitzgerald Kennedy (born May 18, 18, in Boston) was an American film and television actor.",False
1128,This led to his being hired by Westinghouse company to service their steam engines.,He was awarded the Presidential Medal of Freedom in 1998 for his services to the United States.,"A work of stunning, beautifully realized filmmaking, it's a work of art.",False
1129,"In between his sea voyages, Kerouac stayed in New York with friends from Fordham.","He was born in St. Germain, where his family moved to England.","A work of art, it's a work of a good film.",False
1130,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,The movie is a good example of the movie's best when it's not a good one.,It's a strange way to put a movie that's so much as it's a movie.,False
1131,The sort of movie that gives tastelessness a bad rap.,"It's a work of a strange, and it's a bland, disconnected, and a work.","John Fitzgerald Kennedy (May 18, 18, Dublin, England) was a British mathematician, journalist, and film director.",False
1132,"The family was Jewish (non-observant); Albert attended a Catholic elementary school and, at the insistence of his mother, was given violin lessons.","He was born in St. Louis, Missouri, in 1876.","He was born in St. Louis, Missouri, in 1876.",True
1133,His ancestor Johann Valentin Pressler emigrated to North America in 1710.,He is a member of the founding of the American Mathematical Society.,"He was born in St. Germain, France, in 1876 to parents of two daughters.",False
1134,The sort of movie that gives tastelessness a bad rap.,It's a strange way to put a movie that's so much as it's a movie.,He was a member of the United States Senate from New York from 1975 until 1979 until 1989.,False
1135,The second coming of Harry Potter is a film far superior to its predecessor.,"The film's a work of art, and it's a good one.","John Fitzgerald Kennedy (May 30, 18, 1887 - January 3, 2000) was an American film actor, and television actor, comedian, and author.",False
1136,"Lawford became an American citizen in 1960, in time to vote for his brother-in-law John F. Kennedy.","John Fitzgerald Kennedy (born May 18, 18, in Boston) was an American film and television actor.","The movie is a little too long, but it's a good one for critics.",False
1137,Exceptionally well acted by Diane Lane and Richard Gere.,"A work of stunning, beautifully realized filmmaking, it's a work of art.",He attended the University of Pennsylvania and earned a Bachelor of Arts in economics from Dartmouth College.,False
1138,"You come away wishing, though, that the movie spent a lot less time trying to make a credible case for reports from the afterlife and a lot more time on the romantic urgency that's at the center of the story.",The movie is a little too far into the movie's plot and the characters are a bit too much for the audience to care about them.,He is a member of the founding of the American Mathematical Society.,False
1139,"Some say this was because of a bargain he struck with Henry Clay, which put Clay into office as his Secretary of State once Adams won.","John Fitzgerald Kennedy was the United States Secretary of Defense from 1877 until January of 1879 until January 18, 1879.",The movie is a little too far into the movie's plot and the characters are a bit too much for the audience to care about them.,False
1140,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,He attended the University of Pennsylvania and earned a Bachelor of Arts in economics from Dartmouth College.,He was elected to the House of Representatives in 1887 and served until January of 1891.,False
1141,"During this time he worked on developing a federal system of roads, canals, bridges, lighthouses, and universities until Jackson, who defeated Adams in the latter's quest for re-election, was sworn in to replace him.","He was elected to the House of Representatives as a Democrat and served until January of 1894, and was a Republican from New York.","In 18, he married to actress Laura Hoyt, and they had three children.",False
1142,"A first-class, thoroughly involving B movie that effectively combines two surefire, beloved genres -- the prison flick and the fight film.",The movie is a work of a movie that's a lot more than its title implies.,The movie is a good example of the movie's best when it's not a good one.,False
1143,He was first appointed to fill the Senate seat of Ernest Lundeen who had died in office.,He was elected to the House of Representatives in 1887 and served until January of 1891.,"John Fitzgerald Kennedy was the United States Secretary of Defense from 1877 until January of 1879 until January 18, 1879.",False
1144,"Parker should be commended for taking a fresh approach to familiar material, but his determination to remain true to the original text leads him to adopt a somewhat mannered tone... that ultimately dulls the human tragedy at the story's core.","The film's a bit too far into the story, but it's a compelling one that has a compelling character and a compelling story.","The movie's a bit too far, and it's a little too much for the uninformed eye -- it's an awful movie.",False
1145,"Hutchinson emigrated from England to Massachusetts in 1634, in response to the preacher John Cotton's doing so.","He was born in St. Germain, France, in 1876 to parents of two daughters.",The movie is a work of a movie that's a little too far into the movie.,False
1146,In 1902 Geiger began to study physics and mathematics in Erlangen and later attained a doctorate in 1906.,"He graduated from the University of California, and earned a Bachelor of Arts from Dartmouth College in 1953.He attended the University in economics.","He was born in St. Germain, where his family moved to England.",False
1147,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups.,"A work of art, but it's a bit too long.","He graduated from the University of California, and earned a Bachelor of Arts from Dartmouth College in 1953.He attended the University in economics.",False
1148,The film serves as a valuable time capsule to remind us of the devastating horror suffered by an entire people.,The movie is a work of a movie that's a little too far into the movie.,"He served as the United States Secretary of Defense from 1887 until January 18, 1892 until January of 1892.",False
1149,"Cheney grew up in Casper, Wyoming, and met his high-school sweetheart and future wife, Lynne Vincent, at age fourteen.","In 18, he married to actress Laura Hoyt, and they had three children.","The film's a work of art, and it's a good one.",False
1150,"Adams was born in Braintree, Massachusetts in a part of town which eventually became the separate town of Quincy.","He served as the United States Secretary of Defense from 1887 until January 18, 1892 until January of 1892.",He was awarded the Presidential Medal of Freedom in 1998 for his services to the United States.,False
1151,The sort of movie that gives tastelessness a bad rap.,"A work of art, it's a work of a good film.",He was elected to the House of Representatives as a Democrat and was a member of the House and the Senate from Massachusetts) as the first Governor of the State.,False
1152,He was the founder and first president of the Naval War College between 1884 and 1886.,"In 1876, he was elected to the United States House of Representatives as a Democrat.",He was awarded the Presidential Medal of Freedom in recognition of his services to the United States in the United Nations.,False
1153,He also starred in the mini series The Stand.,He was married to actress Laura D.,"The movie is a bit too long for the movie, but it's a good one with a lot of potential.",False
1154,The quirky drama touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths.,The film's a bit too far into the movie's plot and the characters are a bit beyond the point.,"A work of art, but it's a work of a rambling, disconnected film.",False
1155,"Even as I valiantly struggled to remain interested, or at least conscious, I could feel my eyelids... getting... very... heavy...","The movie is a bit too long, and the acting is a little too much for me.",He was a member of the United States Senate from 1993 until 1995.,False
1156,Anemic chronicle of money grubbing New Yorkers and their serial loveless hook ups.,She was a fan of the show and a great actress who was a singer in Little Rock.,The film's a bit too far into the movie's plot and the characters are a bit beyond the point.,False
1157,"Bray is completely at sea; with nothing but a Savage Garden music video on his resume, he has no clue about making a movie.","A blandly well-written script, but it's a work of art, and it's neither as polished nor as engaging.",He was married to actress Laura D.,False
1158,"The couple have four children: daughters Katherine and Christina, and sons Patrick and Christopher.",He was married to actress Laura D. Kennedy for five years.,"He was elected to the House of Representatives as a Democrat and served until January of 1876, and was a member of the House from 1877 until 1877.",False
